date,bonus,client_name,bill_rate,pay_rate,venue_service_charge,msp_rate,wc_rate,event_state,client_worked,employee_worked,shift_start,shift_end,client_start,employee_start,use_sheet,client_seconds,employee_seconds,client_min_bill,employee_min_pay,client_no_bill,employee_no_pay,client_no_break_penalty,employee_no_break_penalty,client_tips,client_parking,client_travel,client_service_charge,employee_tips,employee_parking,employee_travel,employee_service_charge
2026-04-23,0.0,"Fox Studio Lot, LLC",41.6,26.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 15:00:00,2026-04-23 06:00:00,2026-04-23 06:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,"Fox Studio Lot, LLC",35.2,22.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 07:30:00,2026-04-23 16:00:00,2026-04-23 07:00:00,2026-04-23 07:00:00,,30600.0,30600.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,"Fox Studio Lot, LLC",44.8,28.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-24 11:00:00,2026-04-24 16:30:00,2026-04-24 11:00:00,2026-04-24 11:00:00,,18000.0,18000.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,"Fox Studio Lot, LLC",41.6,26.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-24 06:00:00,2026-04-24 15:00:00,2026-04-24 06:00:00,2026-04-24 06:00:00,,30600.0,30600.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,"Fox Studio Lot, LLC",35.2,22.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-24 07:30:00,2026-04-24 16:00:00,2026-04-24 07:30:00,2026-04-24 07:30:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,"Fox Studio Lot, LLC",41.6,26.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 06:00:00,2026-04-25 14:30:00,2026-04-25 06:00:00,2026-04-25 06:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,"Fox Studio Lot, LLC",35.2,22.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 07:00:00,2026-04-25 15:30:00,2026-04-25 07:01:00,2026-04-25 07:01:00,,26460.0,26460.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,"Fox Studio Lot, LLC",40.56,26.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 06:30:00,2026-04-25 14:30:00,2026-04-25 06:23:00,2026-04-25 06:23:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,"Fox Studio Lot, LLC",41.6,26.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 06:00:00,2026-04-25 14:30:00,2026-04-25 06:00:00,2026-04-25 06:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,"Fox Studio Lot, LLC",41.6,26.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 05:30:00,2026-04-25 14:30:00,2026-04-25 06:00:00,2026-04-25 06:00:00,,28200.0,28200.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,"Fox Studio Lot, LLC",41.6,26.0,0.0,,0.0827,CA,NOSHOW,NOSHOW,2026-04-26 06:00:00,2026-04-26 14:30:00,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,"Fox Studio Lot, LLC",35.2,22.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-26 07:00:00,2026-04-26 15:00:00,2026-04-26 07:00:00,2026-04-26 07:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,"Fox Studio Lot, LLC",40.56,26.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-26 06:30:00,2026-04-26 14:30:00,2026-04-26 06:24:00,2026-04-26 06:24:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,"Fox Studio Lot, LLC",41.6,26.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-26 06:00:00,2026-04-26 14:30:00,2026-04-26 06:00:00,2026-04-26 06:00:00,,29700.0,29700.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Garibaldina Society ,28.0,20.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 15:30:00,2026-04-25 23:30:00,2026-04-25 15:30:00,2026-04-25 15:30:00,,26040.0,26040.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Garibaldina Society ,28.0,20.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 15:30:00,2026-04-25 23:30:00,2026-04-25 15:29:00,2026-04-25 15:29:00,,27840.0,27840.0,,,,,,,,,,,,,,
2026-04-22,0.0,Glen Arden Club,35.0,22.0,0.0,,0.1314,CA,WORKED,WORKED,2026-04-22 15:30:00,2026-04-22 23:00:00,2026-04-22 15:45:00,2026-04-22 15:45:00,,24300.0,24300.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Glen Arden Club,35.0,22.0,0.0,,0.1314,CA,WORKED,WORKED,2026-04-22 15:30:00,2026-04-22 23:00:00,2026-04-22 15:30:00,2026-04-22 15:30:00,,25200.0,25200.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Good Gracious Events Inc.,32.0,20.0,0.0,,0.0827,CA,NOSHOW,NOSHOW,2026-04-25 18:00:00,2026-04-26 00:00:00,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Good Gracious Events Inc.,32.0,20.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 18:00:00,2026-04-26 00:00:00,2026-04-25 18:00:00,2026-04-25 18:00:00,,19800.0,19800.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Good Gracious Events Inc.,32.0,20.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 18:00:00,2026-04-26 00:00:00,2026-04-25 17:43:00,2026-04-25 17:43:00,EMPLOYEE,20100.0,20100.0,,,,,,,,,,,,,,
2026-04-25,0.0,Good Gracious Events Inc.,32.0,20.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 18:00:00,2026-04-26 00:00:00,2026-04-25 18:00:00,2026-04-25 17:58:00,CLIENT,18900.0,19140.0,,,,,,,,,,,,,,
2026-04-20,0.0,Google Spruce Goose Offices,35.4,25.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-20 11:00:00,2026-04-20 16:30:00,2026-04-20 11:00:00,2026-04-20 11:00:00,,18000.0,18000.0,0.0,0.0,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Google Spruce Goose Offices,44.25,28.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-20 05:00:00,2026-04-20 13:30:00,2026-04-20 05:01:00,2026-04-20 05:01:00,,28860.0,28860.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Google Spruce Goose Offices,35.4,25.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-20 11:00:00,2026-04-20 16:30:00,2026-04-20 11:00:00,2026-04-20 11:00:00,,18000.0,18000.0,0.0,0.0,,,,,,,,,,,,
2026-04-20,0.0,Google Spruce Goose Offices,35.4,22.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-20 09:00:00,2026-04-20 15:00:00,2026-04-20 09:00:00,2026-04-20 09:00:00,,21600.0,21600.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Google Spruce Goose Offices,35.4,22.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-21 09:30:00,2026-04-21 15:00:00,2026-04-21 09:30:00,2026-04-21 09:30:00,,19800.0,19800.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Google Spruce Goose Offices,44.25,28.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-21 05:00:00,2026-04-21 13:30:00,2026-04-21 05:00:00,2026-04-21 05:00:00,,28860.0,28860.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Google Spruce Goose Offices,35.4,22.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-22 09:00:00,2026-04-22 15:00:00,2026-04-22 09:00:00,2026-04-22 09:00:00,,21600.0,21600.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Google Spruce Goose Offices,35.4,22.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-22 10:00:00,2026-04-22 14:30:00,2026-04-22 10:00:00,2026-04-22 10:00:00,,16200.0,16200.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Google Spruce Goose Offices,44.25,28.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-22 05:00:00,2026-04-22 13:30:00,2026-04-22 05:00:00,2026-04-22 05:00:00,,28860.0,28860.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Google Spruce Goose Offices,44.25,28.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-23 05:00:00,2026-04-23 13:30:00,2026-04-23 05:01:00,2026-04-23 05:01:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Google Spruce Goose Offices,35.4,22.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-23 09:30:00,2026-04-23 15:00:00,2026-04-23 09:30:00,2026-04-23 09:30:00,,19800.0,19800.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Google Spruce Goose Offices,44.25,28.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-24 05:00:00,2026-04-24 13:30:00,2026-04-24 05:00:00,2026-04-24 05:00:00,,29040.0,29040.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Google Spruce Goose Offices,40.71,25.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-24 08:00:00,2026-04-24 15:00:00,2026-04-24 08:16:00,2026-04-24 08:00:00,EMPLOYEE,22620.0,23580.0,,,,,,,,,,,,,,
2026-04-24,0.0,Google Spruce Goose Offices,40.71,25.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-24 06:30:00,2026-04-24 15:00:00,2026-04-24 06:29:00,2026-04-24 06:29:00,,29340.0,29340.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Google Spruce Goose Offices,35.4,22.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-24 09:00:00,2026-04-24 15:00:00,2026-04-24 09:00:00,2026-04-24 09:00:00,,21600.0,21600.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Google Spruce Goose Offices,49.0,30.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-24 06:30:00,2026-04-24 15:30:00,2026-04-24 06:30:00,2026-04-24 06:30:00,,30900.0,30900.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Griffin Club Los Angeles,38.75,25.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-20 10:00:00,2026-04-20 18:30:00,2026-04-20 10:00:00,2026-04-20 10:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Griffin Club Los Angeles,31.0,20.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-21 16:00:00,2026-04-21 21:30:00,2026-04-21 16:00:00,2026-04-21 16:00:00,,19800.0,19800.0,,,,,1.0,1.0,,,,,,,,
2026-04-21,0.0,Griffin Club Los Angeles,38.75,25.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-21 12:00:00,2026-04-21 20:30:00,2026-04-21 12:00:00,2026-04-21 12:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Griffin Club Los Angeles,48.44,27.5,0.0,,0.047,CA,WORKED,WORKED,2026-04-22 12:30:00,2026-04-22 21:00:00,2026-04-22 12:30:00,2026-04-22 12:30:00,,29040.0,29040.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Griffin Club Los Angeles,38.75,25.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-22 10:00:00,2026-04-22 18:30:00,2026-04-22 10:00:00,2026-04-22 10:00:00,,29700.0,29700.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Griffin Club Los Angeles,31.0,23.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-23 17:00:00,2026-04-23 22:30:00,2026-04-23 16:59:00,2026-04-23 16:59:00,,18120.0,18120.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Griffin Club Los Angeles,38.75,25.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-24 10:00:00,2026-04-24 18:30:00,2026-04-24 10:00:00,2026-04-24 10:00:00,,29400.0,29400.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Griffin Club Los Angeles,31.0,20.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-24 17:00:00,2026-04-24 22:30:00,2026-04-24 17:09:00,2026-04-24 17:09:00,,21180.0,21180.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Griffin Club Los Angeles,38.75,25.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-24 11:00:00,2026-04-24 18:30:00,2026-04-24 11:01:00,2026-04-24 11:01:00,,30360.0,30360.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Griffin Club Los Angeles,38.75,25.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-25 10:00:00,2026-04-25 18:30:00,2026-04-25 10:00:00,2026-04-25 10:00:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Griffin Club Los Angeles,31.0,20.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-25 17:00:00,2026-04-25 22:30:00,2026-04-25 17:08:00,2026-04-25 17:08:00,,19320.0,19320.0,,,,,,,,,,,,,,
2026-04-25,0.0,Griffin Club Los Angeles,38.75,25.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-25 11:00:00,2026-04-25 18:30:00,2026-04-25 11:00:00,2026-04-25 11:00:00,,23940.0,23940.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Griffin Club Los Angeles,39.2,24.5,0.0,,0.047,CA,WORKED,WORKED,2026-04-25 13:30:00,2026-04-25 22:00:00,2026-04-25 13:30:00,2026-04-25 13:30:00,,28200.0,28200.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,Griffin Club Los Angeles,38.75,25.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-26 11:00:00,2026-04-26 18:30:00,2026-04-26 11:00:00,2026-04-26 11:00:00,,25200.0,25200.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,Griffin Club Los Angeles,31.0,20.0,0.0,,0.047,CA,WORKED,WORKED,2026-04-26 16:30:00,2026-04-26 21:30:00,2026-04-26 16:30:00,2026-04-26 16:30:00,,20820.0,20820.0,,,,,1.0,1.0,,,,,,,,
2026-04-26,0.0,Griffin Club Los Angeles,39.2,24.5,0.0,,0.047,CA,WORKED,WORKED,2026-04-26 13:30:00,2026-04-26 22:00:00,2026-04-26 13:45:00,2026-04-26 13:45:00,,24300.0,24300.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Guckenheimer Cafe at Red Bull,32.89,23.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-20 07:00:00,2026-04-20 14:30:00,2026-04-20 07:04:00,2026-04-20 07:04:00,,25200.0,25200.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Guckenheimer Cafe at Red Bull,28.6,20.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-20 07:00:00,2026-04-20 15:30:00,2026-04-20 07:45:00,2026-04-20 07:45:00,,27900.0,27900.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Guckenheimer Cafe at Red Bull,32.89,23.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-21 07:00:00,2026-04-21 14:30:00,2026-04-21 07:00:00,2026-04-21 07:00:00,,25200.0,25200.0,0.0,0.0,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Guckenheimer Cafe at Red Bull,28.6,20.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-21 07:00:00,2026-04-21 15:30:00,2026-04-21 07:10:00,2026-04-21 07:10:00,,30300.0,30300.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Guckenheimer Cafe at Red Bull,28.6,20.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-22 11:00:00,2026-04-22 19:30:00,2026-04-22 11:00:00,2026-04-22 11:00:00,CLIENT,18000.0,23460.0,,,,,,,,,,,,,,
2026-04-22,0.0,Guckenheimer Cafe at Red Bull,32.89,23.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-22 07:00:00,2026-04-22 14:30:00,2026-04-22 07:00:00,2026-04-22 07:00:00,,23400.0,23400.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Guckenheimer Cafe at Red Bull,28.6,20.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-23 07:30:00,2026-04-23 16:00:00,2026-04-23 07:30:00,2026-04-23 07:30:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Guckenheimer Cafe at Red Bull,32.89,23.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-23 07:00:00,2026-04-23 14:30:00,2026-04-23 07:15:00,2026-04-23 07:15:00,,22560.0,22560.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Guckenheimer Cafe at Red Bull,28.6,20.0,0.0,0.09,0.0827,CA,WORKED,WORKED,2026-04-24 07:30:00,2026-04-24 16:00:00,2026-04-24 07:30:00,2026-04-24 07:30:00,,28800.0,28800.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Henry Mayo Newhall Hospital,28.0,19.0,0.0,0.09,0.0549,CA,WORKED,WORKED,2026-04-24 08:00:00,2026-04-24 09:00:00,2026-04-24 08:00:00,2026-04-24 08:00:00,,3600.0,3600.0,,,,,0.0,0.0,,,,,,,,
2026-04-20,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-20 14:00:00,2026-04-20 22:00:00,2026-04-20 14:00:00,2026-04-20 14:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-21 14:00:00,2026-04-21 22:00:00,2026-04-21 14:00:00,2026-04-21 14:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-22 14:00:00,2026-04-22 22:00:00,2026-04-22 14:00:00,2026-04-22 14:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 12:00:00,2026-04-23 20:00:00,2026-04-23 12:00:00,2026-04-23 12:00:00,,27300.0,27300.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 14:00:00,2026-04-23 22:00:00,2026-04-23 14:00:00,2026-04-23 14:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 12:00:00,2026-04-23 20:00:00,2026-04-23 12:00:00,2026-04-23 12:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-24 14:00:00,2026-04-24 22:00:00,2026-04-24 14:00:00,2026-04-24 14:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-24 08:00:00,2026-04-24 16:00:00,2026-04-24 08:00:00,2026-04-24 08:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-24 08:00:00,2026-04-24 16:00:00,2026-04-24 08:00:00,2026-04-24 08:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-24,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-24 08:00:00,2026-04-24 16:00:00,2026-04-24 08:00:00,2026-04-24 08:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 08:00:00,2026-04-25 16:00:00,2026-04-25 08:00:00,2026-04-25 08:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-26 08:00:00,2026-04-26 16:00:00,2026-04-26 08:01:00,2026-04-26 08:01:00,,26940.0,26940.0,,,,,0.0,0.0,,,,,,,,
2026-04-26,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-26 08:00:00,2026-04-26 16:00:00,2026-04-26 08:00:00,2026-04-26 08:00:00,,43380.0,43380.0,,,,,1.0,1.0,,,,,,,,
2026-04-26,0.0,Hotel Bel Air,32.0,25.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-26 14:00:00,2026-04-26 22:00:00,2026-04-26 14:00:00,2026-04-26 14:00:00,,27000.0,27000.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Irvine Spectrum ,35.2,22.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-22 16:00:00,2026-04-23 00:30:00,2026-04-22 16:00:00,2026-04-22 16:00:00,,28800.0,28800.0,,,,,,,,,,,,,,
2026-04-26,0.0,Irvine Spectrum ,35.2,22.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-26 16:00:00,2026-04-27 00:30:00,2026-04-26 16:00:00,2026-04-26 16:00:00,,28800.0,28800.0,,,,,,0.0,,,,,,,,
2026-04-21,0.0,Jet Propulsion Laboratory,38.88,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-21 08:00:00,2026-04-21 15:00:00,,2026-04-21 08:00:00,EMPLOYEE,0.0,21540.0,0.0,0.0,,,,,,,,,,,,
2026-04-22,0.0,Jet Propulsion Laboratory,38.88,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-22 06:00:00,2026-04-22 14:30:00,,2026-04-22 06:00:00,EMPLOYEE,0.0,28800.0,,,,,,,,,,,,,,
2026-04-23,0.0,Jet Propulsion Laboratory,38.88,24.0,0.0,0.12,0.0827,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 14:30:00,,2026-04-23 06:00:00,EMPLOYEE,0.0,28800.0,,,,,,,,,,,,,,
2026-04-22,0.0,Judd's Catering ,33.6,21.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-22 09:30:00,2026-04-22 14:00:00,2026-04-22 09:30:00,2026-04-22 09:30:00,,17160.0,17160.0,,,,,0.0,0.0,,,,,,,,
2026-04-22,0.0,Judd's Catering ,33.6,21.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-22 09:30:00,2026-04-22 14:00:00,2026-04-22 09:42:00,2026-04-22 09:42:00,,16440.0,16440.0,,,,,0.0,0.0,,,,,,,,
2026-04-23,0.0,Judd's Catering ,33.6,21.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 10:00:00,,2026-04-23 06:05:00,EMPLOYEE,0.0,14100.0,,,,,,,,,,,,,,
2026-04-23,0.0,Judd's Catering ,33.6,21.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-23 06:00:00,2026-04-23 10:00:00,2026-04-23 06:03:00,2026-04-23 06:03:00,,14220.0,14220.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,Judd's Catering ,33.6,21.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 14:15:00,2026-04-25 18:30:00,2026-04-25 14:15:00,2026-04-25 14:15:00,,15300.0,15300.0,,,,,0.0,0.0,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,0.0,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,0.0,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,0.0,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,0.0,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,0.0,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,0.0,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 15:10:00,2026-04-21 15:10:00,,19200.0,19200.0,,,,,1.0,1.0,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,,,,,,,,,
2026-04-21,0.0,JW Marriott L.A. Live,40.0,25.0,0.0,0.01,0.0827,CA,WORKED,WORKED,2026-04-21 13:30:00,2026-04-21 22:00:00,2026-04-21 13:30:00,2026-04-21 13:30:00,,28800.0,28800.0,,,,,,0.0,,,,,,,,
2026-04-25,0.0,KMR Gourmet Catering,37.75,24.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 17:30:00,2026-04-25 21:30:00,2026-04-25 17:30:00,2026-04-25 17:30:00,,14400.0,14400.0,,,,,0.0,0.0,,,,,,,,
2026-04-25,0.0,KMR Gourmet Catering,34.1,22.0,0.0,,0.0827,CA,WORKED,WORKED,2026-04-25 17:30:00,2026-04-25 21:30:00,2026-04-25 17:28:00,2026-04-25 17:28:00,,15120.0,15120.0,,,,,0.0,0.0,,,,,,,,
