event_date,shift_start,shift_end,client_name,venue_name,position_id,additional_title,position_description
2026-03-12,2026-03-12 10:00:00,2026-03-12 18:30:00,USC Verdugo Hills Hospital,USC Verdugo Hills Hospital,102,,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 19:00:00,Chef Gunnar Planter,@Chef Gunnar Planter | Offsite,102,,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 16:30:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,104,,General
2026-03-12,2026-03-12 11:00:00,2026-03-12 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 6,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 18,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 14,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 5,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 20:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 20,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 19:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 18:30:00,The Thermal Club,@ The Thermal Club,115,,Server 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 18:30:00,The Thermal Club,@ The Thermal Club,115,Busser Duties ,Server 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 19:00:00,The Thermal Club,@ The Thermal Club,105,,Dishwasher
2026-03-12,2026-03-12 11:00:00,2026-03-12 18:30:00,The Thermal Club,@ The Thermal Club,98,,Bartender 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 19:00:00,The Thermal Club,@ The Thermal Club,104,Dishwasher,General
2026-03-12,2026-03-12 11:00:00,2026-03-12 19:30:00,The Vered,The Vered,102,,Cook 2
2026-03-12,2026-03-12 11:00:00,2026-03-12 19:30:00,University Village Thousand Oaks,University Village Thousand Oaks ,102,,Cook 2
2026-03-12,2026-03-12 11:15:00,2026-03-12 18:00:00,The Thermal Club,@ The Thermal Club,102,,Cook 2
2026-03-12,2026-03-12 11:30:00,2026-03-12 16:00:00,Commerce Casino,Commerce Casino - Banquets | FOH,115,Report to Ballroom,Server 2
2026-03-12,2026-03-12 12:00:00,2026-03-12 20:00:00,Academy Museum of Motion Pictures,Academy Museum of Motion Pictures - Fanny's Restaurant,105,,Dishwasher
2026-03-12,2026-03-12 12:00:00,2026-03-12 20:30:00,Bel Air Bay Club ,Bel Air Bay Club - Upper Club,102,,Cook 2
2026-03-12,2026-03-12 12:00:00,2026-03-12 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,FSA Attendant ,Cashier
2026-03-12,2026-03-12 12:00:00,2026-03-12 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,FSA Attendant ,Cashier
2026-03-12,2026-03-12 12:00:00,2026-03-12 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier
2026-03-12,2026-03-12 12:00:00,2026-03-12 20:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,FSA Attendant,Cashier
2026-03-12,2026-03-12 12:00:00,2026-03-12 18:00:00,NBC Universal,NBC Universal Studios | The Market Place,105,Utility Person \ Deep Cleaning |report to building 2312 commons.,Dishwasher
2026-03-12,2026-03-12 12:00:00,2026-03-12 20:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,110,,Prep Cook 2
2026-03-12,2026-03-12 12:30:00,2026-03-12 21:00:00,Athenaeum Club,Athenaeum Kitchen,102,,Cook 2
2026-03-12,2026-03-12 13:00:00,2026-03-12 21:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,,Dishwasher
2026-03-12,2026-03-12 13:00:00,2026-03-12 19:00:00,Park Place Plaza,Park Place Plaza,105,,Dishwasher
2026-03-12,2026-03-12 13:00:00,2026-03-12 21:30:00,Shady Canyon Golf Club,Shady Canyon Golf Club,102,,Cook 2
2026-03-12,2026-03-12 13:00:00,2026-03-12 21:00:00,The Thermal Club,@ The Thermal Club,105,,Dishwasher
2026-03-12,2026-03-12 13:00:00,2026-03-12 21:00:00,The Thermal Club,@ The Thermal Club,104,Dishwasher,General
2026-03-12,2026-03-12 13:30:00,2026-03-12 22:00:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 22:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,,Dishwasher
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Garnish #1 ,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier # 3,Cashier
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Garnish # 2 ,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Burrito 1 ,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Plancha # 2,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Tortilla # 2,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Burrito 2 ,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Plancha #1 ,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier # 3,Cashier
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Bowls #1,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 21:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Tortilla #1 ,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 22:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 19:00:00,Park Place Plaza,Park Place Plaza,115,,Server 2
2026-03-12,2026-03-12 14:00:00,2026-03-12 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,105,,Dishwasher
2026-03-12,2026-03-12 14:00:00,2026-03-12 22:30:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,,Cook 2
2026-03-12,2026-03-12 14:30:00,2026-03-12 23:00:00,VH Property Corp. dba Trump National Golf Club Los Angeles,Trump National Golf Course Los Angeles | BOH,102,,Cook 2
2026-03-12,2026-03-12 14:30:00,2026-03-12 22:30:00,Viceroy Santa Monica Hotel,Viceroy Santa Monica Hotel,264,,Event Supervisor
2026-03-12,2026-03-12 15:00:00,2026-03-12 23:00:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Bartending,98,,Bartender 2
2026-03-12,2026-03-12 15:00:00,2026-03-12 23:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Butler/Porter,Server 2
2026-03-12,2026-03-12 15:00:00,2026-03-12 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,98,Bar PM,Bartender 2
2026-03-12,2026-03-12 15:00:00,2026-03-12 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier # 1 ,Cashier
2026-03-12,2026-03-12 15:00:00,2026-03-12 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier # 1 ,Cashier
2026-03-12,2026-03-12 15:00:00,2026-03-12 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier #1,Cashier
2026-03-12,2026-03-12 15:00:00,2026-03-12 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier #2 ,Cashier
2026-03-12,2026-03-12 15:00:00,2026-03-12 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier #2,Cashier
2026-03-12,2026-03-12 15:00:00,2026-03-12 22:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Nacho PM,Cook 2
2026-03-12,2026-03-12 15:30:00,2026-03-12 22:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,,Cashier
2026-03-12,2026-03-12 15:45:00,2026-03-12 20:15:00,Villa Portofino,Villa Portofino,115,Assisting with regular dinner service,Server 2
2026-03-12,2026-03-12 16:00:00,2026-03-12 23:00:00,Canyon Palm Springs Hotel dba Thompson Palm Springs,Thompson Palm Springs |  FOH,99,,Busser
2026-03-12,2026-03-12 16:00:00,2026-03-12 22:00:00,Chef Gunnar Planter,@Chef Gunnar Planter | Offsite,102,,Cook 2
2026-03-12,2026-03-12 16:00:00,2026-03-12 22:30:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-03-12,2026-03-12 16:00:00,2026-03-12 21:00:00,Wolfgang Puck Catering,Wolfgang Puck Catering - Temple | AIP,105,,Dishwasher
2026-03-12,2026-03-12 17:00:00,2026-03-13 01:30:00,Pepperdine University,Pepperdine University - HAWC Cafe & Store,102,,Cook 2
2026-03-12,2026-03-12 18:00:00,2026-03-12 23:00:00,Griffin Club Los Angeles,Griffin Club Los Angeles,105,,Dishwasher
2026-03-12,2026-03-12 19:00:00,2026-03-12 22:00:00,The Thermal Club,@ The Thermal Club,264,,Event Supervisor
2026-03-12,2026-03-12 20:00:00,2026-03-13 02:30:00,Wolfgang Puck Catering,Wolfgang Puck Catering - Temple | AIP,105,,Dishwasher
2026-03-12,2026-03-12 22:00:00,2026-03-13 06:30:00,Commerce Casino,Commerce Casino - Employee Dining Room,102,Overnight Shift,Cook 2
2026-03-13,2026-03-13 02:00:00,2026-03-13 10:00:00,Commerce Casino,Commerce Casino - High Limit Kitchen | FOH | MON - TH,101,with Limited runner duties | Overnight shift,Cashier
2026-03-13,2026-03-13 05:00:00,2026-03-13 11:00:00,Google Spruce Goose Offices,Google Spruce Goose - Catering Operations,102,,Cook 2
2026-03-13,2026-03-13 05:00:00,2026-03-13 13:30:00,People Assisting the Homeless,People Assisting the Homeless - YWCA,110,,Prep Cook 2
2026-03-13,2026-03-13 05:00:00,2026-03-13 13:30:00,PIH Health - Good Samaritan Hospital,PIH Health - Good Samaritan Hospital,290,,Cook 3
2026-03-13,2026-03-13 05:00:00,2026-03-13 13:30:00,PIH Health - Whittier Hospital,PIH Health - Whittier Hospital,102,,Cook 2
2026-03-13,2026-03-13 05:30:00,2026-03-13 11:00:00,Empowered 4 Life Foundation,@ Empowered 4 Life Foundation,110,,Prep Cook 2
2026-03-13,2026-03-13 05:30:00,2026-03-13 15:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,,Cook 2
2026-03-13,2026-03-13 05:30:00,2026-03-13 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,102,,Cook 2
2026-03-13,2026-03-13 05:30:00,2026-03-13 13:00:00,The Thermal Club,@ The Thermal Club,115,,Server 2
2026-03-13,2026-03-13 05:30:00,2026-03-13 13:00:00,The Thermal Club,@ The Thermal Club,115,Busser Duties,Server 2
2026-03-13,2026-03-13 05:30:00,2026-03-13 13:00:00,The Thermal Club,@ The Thermal Club,285,Busser Duties ,Server 1
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Terrace Cafe,102,,Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:00:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,104,,General
2026-03-13,2026-03-13 06:00:00,2026-03-13 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,102,,Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,104,,General
2026-03-13,2026-03-13 06:00:00,2026-03-13 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,110,,Prep Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,California Endowment ,California Endowment,102,,Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:00:00,Commerce Casino,Commerce Casino - High Limit Kitchen | FOH | MON - TH,101,with runner duties,Cashier
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:00:00,Commerce Casino,Commerce Casino - Employee Dining Room,115,FOH EDR Attend,Server 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 12:00:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Buffet,115,,Server 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,"Fox Studio Lot, LLC",Fox Studio - Commissary,102,,Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 15:00:00,"Fox Studio Lot, LLC",Fox Studio - News Cafe BoH,102,,Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,264,,Event Supervisor
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 12:00:00,SBLP Warner Center OPCO LLC - The Variel,The Variel of Woodland Hills,102,,Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,The Thermal Club,@ The Thermal Club,115,,Server 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 18:00:00,The Thermal Club,@ The Thermal Club,264,,Event Supervisor
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,The Thermal Club,@ The Thermal Club,115,Runner Duties ,Server 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,USC Verdugo Hills Hospital,USC Verdugo Hills Hospital,102,,Cook 2
2026-03-13,2026-03-13 06:00:00,2026-03-13 14:30:00,VEA Hotel - Newport Beach,VEA Hotel - Newport Beach | Cooks,102,,Cook 2
2026-03-13,2026-03-13 06:30:00,2026-03-13 14:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,102,,Cook 2
2026-03-13,2026-03-13 06:30:00,2026-03-13 15:00:00,Park Place Plaza,Park Place Plaza,115,with Barista Duties,Server 2
2026-03-13,2026-03-13 06:30:00,2026-03-13 14:00:00,St. Anne's Maternity,St. Anne's Maternity,115,,Server 2
2026-03-13,2026-03-13 06:30:00,2026-03-13 18:00:00,The Thermal Club,@ The Thermal Club,104,Dishwasher,General
2026-03-13,2026-03-13 06:30:00,2026-03-13 18:00:00,The Thermal Club,@ The Thermal Club,105,,Dishwasher
2026-03-13,2026-03-13 06:30:00,2026-03-13 18:00:00,The Thermal Club,@ The Thermal Club,104,Dishwasher,General
2026-03-13,2026-03-13 06:30:00,2026-03-13 19:00:00,The Thermal Club,@ The Thermal Club,102,,Cook 2
2026-03-13,2026-03-13 06:30:00,2026-03-13 19:00:00,The Thermal Club,@ The Thermal Club,102,,Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:30:00,Beverly Hills Hotel,Beverly Hills Hotel - Main Kitchen,102,,Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 14:00:00,Beverly Hills Unified School District,BHUSD - Horace Mann Elementary School,104,,General
2026-03-13,2026-03-13 07:00:00,2026-03-13 14:00:00,Beverly Hills Unified School District,BHUSD - Beverly Hills High School,105,,Dishwasher
2026-03-13,2026-03-13 07:00:00,2026-03-13 13:30:00,Beverly Hills Unified School District,BHUSD - Horace Mann Elementary School,110,,Prep Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 14:00:00,Beverly Hills Unified School District,BHUSD- El Rodeo Elementary,104,,General
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,FSA Attendant,Cashier
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier,Cashier
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 1,Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 13,Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:30:00,Martin Luther King Jr Hospital,Martin Luther King Jr. Hospital | BOH,102,,Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:30:00,NBC Universal,NBC Universal Studios | The Market Place,102,Sushi,Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:30:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 13:00:00,Terrace Kitchen,Terrace Kitchen,105,,Dishwasher
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:00:00,The Thermal Club,@ The Thermal Club,115,Barista / Coffee Service,Server 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:00:00,The Thermal Club,@ The Thermal Club,115,Buvette / Beverage Service,Server 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:00:00,The Thermal Club,@ The Thermal Club,115,Buffet Service,Server 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:30:00,Union Station Homeless Services,Union Station Homeless Services - Adult Center,102,,Cook 2
2026-03-13,2026-03-13 07:00:00,2026-03-13 15:30:00,Wolfgang Puck Catering,Wolfgang Puck Catering - Hollywood & Highland,102,OSCAR's PREP,Cook 2
2026-03-13,2026-03-13 07:30:00,2026-03-13 15:30:00,Amgen Thousand Oaks,Amgen Thousand Oaks - Bistro Cafe,105,,Dishwasher
2026-03-13,2026-03-13 07:30:00,2026-03-13 15:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,97,,Barista 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 13:30:00,Beverly Hills Unified School District,BHUSD - Beverly Vista Middle School,104,,General
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:30:00,Crescent Heights Ten Thousand,Crescent Heights Ten Thousand - Butler Department,115,Butler/Porter,Server 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,105,,Dishwasher
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:00:00,"Fox Studio Lot, LLC",Fox Studio - Moe's Cafe BoH,105,,Dishwasher
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Tortilla #1 ,Cook 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Bowls #1,Cook 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Burrito 2,Cook 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Plancha #1 ,Cook 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Prep,Cook 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Garnish #1,Cook 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 15:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Burrito 1,Cook 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 15:00:00,Malibu Beach Inn,Malibu Beach Inn - BOH,105,,Dishwasher
2026-03-13,2026-03-13 08:00:00,2026-03-13 13:00:00,New West Charter School,New West Charter School - W. PICO Location,115,,Server 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:00:00,The Thermal Club,@ The Thermal Club,102,,Cook 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 15:00:00,The Thermal Club,@ The Thermal Club,115,Clearing and Lunch Service,Server 2
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:00:00,The Thermal Club,@ The Thermal Club,105,,Dishwasher
2026-03-13,2026-03-13 08:00:00,2026-03-13 16:30:00,The Wonderful Company,The Wonderful Company,97,,Barista 2
2026-03-13,2026-03-13 08:30:00,2026-03-13 16:30:00,"Platinum Equity, LLC",Platinum Equity LLC,102,,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,Bel Air Bay Club ,Bel Air Bay Club - Upper Club,102,,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,,Cashier
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 7,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 18,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier #2,Cashier
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier # 1,Cashier
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 11,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 19,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier #2 ,Cashier
2026-03-13,2026-03-13 09:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier # 1,Cashier
2026-03-13,2026-03-13 09:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102, Nacho ,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 3,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,102,Kitchen Cooks # 14,Cook 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier #1 ,Cashier
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,"Platinum Equity, LLC",Platinum Equity LLC,105,,Dishwasher
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,The Thermal Club,@ The Thermal Club,98,,Bartender 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,The Thermal Club,@ The Thermal Club,115,Busser Duties ,Server 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,The Thermal Club,@ The Thermal Club,98,Time may change,Bartender 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,The Thermal Club,@ The Thermal Club,115,Busser Duties,Server 2
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,The Thermal Club,@ The Thermal Club,285,Busser ,Server 1
2026-03-13,2026-03-13 09:00:00,2026-03-13 17:30:00,The Thermal Club,@ The Thermal Club,115,,Server 2
2026-03-13,2026-03-13 09:30:00,2026-03-13 15:30:00,Google Spruce Goose Offices,Google Spruce Goose - Cafe,104,Dishwasher,General
2026-03-13,2026-03-13 09:30:00,2026-03-13 14:00:00,Olive Grove Cafe,Olive Grove Cafe,101,with Food Runner Duties,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:30:00,Childrens Hospital Los Angeles,Childrens Hospital Los Angeles,105,,Dishwasher
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:30:00,Edwards Lifesciences,Edwards Lifesciences FOH Bldg. C,101,,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,Sushi Cook,Cook 2
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:30:00,Griffin Club Los Angeles,Griffin Club Los Angeles,102,,Cook 2
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier ,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,FSA Attendant,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 16:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier #3 ,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier ,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,FSA Attendant ,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier # 3,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,Cashier ,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:00:00,Indian Wells Tennis Garden,Indian Wells Tennis Gardens | Player Dining,101,FSA Attendant,Cashier
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:00:00,The Thermal Club,@ The Thermal Club,102,,Cook 2
2026-03-13,2026-03-13 10:00:00,2026-03-13 18:30:00,USC Verdugo Hills Hospital,USC Verdugo Hills Hospital,102,,Cook 2
